Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Nov 2, 2025 8:00 AM;Nov 2, 2025 9:00 AM;4,393.27;1,515.07;3,222.64;14,175.15;1,688.37;104.93;-;5,660.72;744.10;4,726.37;370.10;1,898.93
Nov 2, 2025 9:00 AM;Nov 2, 2025 10:00 AM;4,304.63;1,518.39;3,345.62;12,777.49;4,516.31;104.96;-;5,548.01;778.57;4,245.69;379.76;1,918.77
Nov 2, 2025 10:00 AM;Nov 2, 2025 11:00 AM;4,120.27;1,502.60;3,979.80;11,035.32;7,732.94;106.38;-;5,439.30;781.34;4,251.11;333.57;1,923.16
Nov 2, 2025 11:00 AM;Nov 2, 2025 12:00 PM;4,037.49;1,545.69;3,693.57;9,663.38;9,631.20;106.68;-;5,419.86;746.55;4,297.18;404.75;1,893.92
Nov 2, 2025 12:00 PM;Nov 2, 2025 1:00 PM;3,987.13;1,483.00;3,677.74;8,811.52;10,033.44;107.01;-;5,866.43;809.88;4,360.47;276.50;1,909.02
Nov 2, 2025 1:00 PM;Nov 2, 2025 2:00 PM;4,033.43;1,540.34;3,121.91;7,876.99;8,615.08;106.06;-;6,452.59;770.85;4,331.50;297.23;1,911.55
Nov 2, 2025 2:00 PM;Nov 2, 2025 3:00 PM;4,201.26;1,585.56;2,847.18;7,228.84;6,103.00;105.89;-;7,223.63;878.20;5,149.87;1,104.75;1,910.50
Nov 2, 2025 3:00 PM;Nov 2, 2025 4:00 PM;4,375.04;1,624.06;2,847.15;7,149.37;2,890.78;105.97;-;7,638.81;996.16;5,938.82;2,018.00;1,931.03
Nov 2, 2025 4:00 PM;Nov 2, 2025 5:00 PM;4,670.54;1,773.85;3,349.47;8,342.93;467.18;106.18;-;7,888.54;1,078.55;6,624.88;2,420.59;1,948.63
Nov 2, 2025 5:00 PM;Nov 2, 2025 6:00 PM;4,819.42;1,922.28;3,246.00;10,041.40;77.70;105.73;-;7,929.28;1,198.92;6,769.46;4,018.68;1,956.34
Nov 2, 2025 6:00 PM;Nov 2, 2025 7:00 PM;4,871.05;2,027.38;2,834.19;12,095.68;83.60;105.44;-;7,929.51;1,250.76;6,827.53;4,566.09;1,971.58
Nov 2, 2025 7:00 PM;Nov 2, 2025 8:00 PM;4,832.02;1,826.51;2,143.37;14,165.46;33.71;106.03;-;7,926.49;1,250.78;7,016.04;3,252.10;1,961.86
Nov 2, 2025 8:00 PM;Nov 2, 2025 9:00 PM;4,596.50;1,718.74;2,076.14;15,238.83;11.00;105.89;-;7,947.45;1,317.84;7,109.34;1,224.01;1,972.20
Nov 2, 2025 9:00 PM;Nov 2, 2025 10:00 PM;4,405.28;1,744.03;1,956.23;15,433.58;9.29;106.04;-;8,082.14;1,390.11;6,742.41;1,084.68;1,974.14
Nov 2, 2025 10:00 PM;Nov 2, 2025 11:00 PM;4,254.69;1,745.74;1,960.55;15,647.37;10.26;106.52;-;8,107.35;1,386.19;5,415.90;859.26;1,972.40
Nov 2, 2025 11:00 PM;Nov 3, 2025 12:00 AM;4,120.13;1,624.27;1,977.43;16,467.01;10.43;106.91;-;7,364.88;1,223.20;4,733.00;217.78;1,963.30
Nov 3, 2025 12:00 AM;Nov 3, 2025 1:00 AM;3,994.70;1,632.11;2,434.47;16,838.23;9.43;107.25;-;7,148.49;1,120.22;4,588.65;148.67;1,945.23
Nov 3, 2025 1:00 AM;Nov 3, 2025 2:00 AM;3,931.35;1,662.09;2,324.10;17,988.05;8.85;107.64;-;6,669.06;1,068.62;4,592.58;129.33;1,924.58
Nov 3, 2025 2:00 AM;Nov 3, 2025 3:00 AM;3,915.47;1,611.98;2,331.16;18,641.70;8.66;107.80;-;6,227.65;991.91;4,731.35;122.44;1,890.88
Nov 3, 2025 3:00 AM;Nov 3, 2025 4:00 AM;3,903.02;1,626.90;2,985.30;18,597.35;9.11;108.07;-;5,977.03;991.54;4,852.44;140.87;1,914.20
Nov 3, 2025 4:00 AM;Nov 3, 2025 5:00 AM;3,945.77;1,660.84;3,539.31;18,556.90;8.18;107.88;-;6,218.80;1,180.51;5,331.04;114.48;1,951.41
Nov 3, 2025 5:00 AM;Nov 3, 2025 6:00 AM;4,062.43;1,711.85;3,468.96;18,970.16;9.32;107.44;-;6,637.40;1,689.21;5,951.52;129.20;1,932.45
Nov 3, 2025 6:00 AM;Nov 3, 2025 7:00 AM;4,377.31;1,840.40;4,449.59;19,946.77;12.26;105.68;-;7,824.45;2,280.63;7,020.47;932.62;1,925.16
Nov 3, 2025 7:00 AM;Nov 3, 2025 8:00 AM;4,602.46;2,020.03;5,667.70;20,354.12;703.89;105.39;-;8,083.76;2,588.72;7,022.84;4,389.56;1,937.89
Nov 3, 2025 8:00 AM;Nov 3, 2025 9:00 AM;4,564.87;1,834.84;6,376.87;19,189.33;5,475.97;104.62;-;8,226.62;2,577.47;6,839.91;3,447.88;1,896.16
Nov 3, 2025 9:00 AM;Nov 3, 2025 10:00 AM;4,337.04;1,773.74;6,727.45;18,053.95;12,483.81;104.63;-;7,415.95;2,282.97;6,391.01;470.16;1,907.23
Nov 3, 2025 10:00 AM;Nov 3, 2025 11:00 AM;4,032.63;1,750.70;6,068.50;17,994.52;18,334.37;103.32;-;6,569.24;2,190.20;6,041.17;140.89;1,846.28
Nov 3, 2025 11:00 AM;Nov 3, 2025 12:00 PM;3,905.99;1,752.98;5,533.72;19,193.18;20,890.45;103.32;-;6,232.47;2,198.93;5,895.57;60.68;1,833.40
Nov 3, 2025 12:00 PM;Nov 3, 2025 1:00 PM;3,878.45;1,741.17;6,174.42;20,841.99;20,114.24;101.84;-;6,154.07;2,043.19;5,504.78;61.71;1,834.65
Nov 3, 2025 1:00 PM;Nov 3, 2025 2:00 PM;3,895.36;1,761.28;6,433.95;21,983.00;16,884.85;102.09;-;6,216.83;1,930.18;5,648.15;116.23;1,820.80
Nov 3, 2025 2:00 PM;Nov 3, 2025 3:00 PM;3,957.02;1,732.92;5,819.69;21,964.93;12,564.72;104.16;-;6,455.25;1,937.12;6,185.50;44.88;1,847.80
Nov 3, 2025 3:00 PM;Nov 3, 2025 4:00 PM;4,145.11;1,777.60;6,156.14;22,534.07;6,273.97;104.89;-;7,616.35;2,384.03;6,957.59;632.31;1,902.66
Nov 3, 2025 4:00 PM;Nov 3, 2025 5:00 PM;4,498.35;1,777.99;5,160.00;23,928.03;984.64;105.90;-;8,181.99;3,144.36;7,759.70;1,963.46;2,021.99
Nov 3, 2025 5:00 PM;Nov 3, 2025 6:00 PM;4,681.90;1,759.36;4,609.42;26,144.59;44.25;107.02;-;8,466.45;3,457.19;7,771.00;2,677.57;2,252.57
Nov 3, 2025 6:00 PM;Nov 3, 2025 7:00 PM;4,711.18;1,811.25;4,548.98;28,456.42;24.58;111.78;-;8,192.41;3,708.56;7,635.52;3,032.59;2,394.95
Nov 3, 2025 7:00 PM;Nov 3, 2025 8:00 PM;4,581.34;1,795.10;4,324.90;29,713.08;14.78;109.86;-;7,481.08;3,653.04;7,849.33;1,383.45;2,546.10
Nov 3, 2025 8:00 PM;Nov 3, 2025 9:00 PM;4,358.31;1,729.78;4,185.90;29,759.41;9.73;107.50;-;6,376.43;3,331.79;7,020.26;291.37;2,194.22
Nov 3, 2025 9:00 PM;Nov 3, 2025 10:00 PM;4,232.74;1,709.32;3,600.12;28,890.76;8.76;108.10;-;6,086.76;3,270.77;6,431.16;88.30;2,228.02
Nov 3, 2025 10:00 PM;Nov 3, 2025 11:00 PM;4,097.74;1,681.18;3,193.81;26,421.67;8.44;108.53;-;5,774.37;3,272.26;6,028.37;94.12;2,197.43
Nov 3, 2025 11:00 PM;Nov 4, 2025 12:00 AM;3,971.90;1,656.44;3,352.33;25,605.50;6.40;106.99;-;5,721.40;3,179.71;5,541.92;72.06;2,060.26
Nov 4, 2025 12:00 AM;Nov 4, 2025 1:00 AM;3,869.60;1,646.74;3,945.79;24,472.96;6.12;107.75;-;5,346.10;3,113.30;5,191.99;110.93;1,899.92
Nov 4, 2025 1:00 AM;Nov 4, 2025 2:00 AM;3,851.56;1,670.98;3,814.36;23,318.64;6.16;107.95;-;5,139.80;2,824.21;5,162.93;109.52;1,910.08
Nov 4, 2025 2:00 AM;Nov 4, 2025 3:00 AM;3,836.76;1,694.80;3,696.48;22,364.62;6.73;108.27;-;5,325.57;2,809.07;5,191.06;233.69;1,925.32
Nov 4, 2025 3:00 AM;Nov 4, 2025 4:00 AM;3,841.16;1,668.26;3,968.45;21,442.13;6.76;108.28;-;5,834.50;2,757.29;5,225.83;120.47;1,954.22
Nov 4, 2025 4:00 AM;Nov 4, 2025 5:00 AM;3,906.69;1,647.63;4,270.28;21,059.04;6.55;108.15;-;7,137.30;2,633.09;5,189.11;80.14;1,832.97
Nov 4, 2025 5:00 AM;Nov 4, 2025 6:00 AM;4,018.05;1,652.25;4,927.28;20,963.11;7.16;107.82;-;7,469.55;2,665.46;5,877.75;105.71;1,817.96
Nov 4, 2025 6:00 AM;Nov 4, 2025 7:00 AM;4,402.50;1,739.20;5,119.01;20,681.15;14.04;106.50;-;8,670.94;2,960.95;7,050.46;1,526.52;1,859.15
Nov 4, 2025 7:00 AM;Nov 4, 2025 8:00 AM;4,646.62;2,053.90;5,649.87;19,413.40;1,175.02;108.34;-;8,479.50;3,301.50;7,711.12;4,563.23;1,937.98
Nov 4, 2025 8:00 AM;Nov 4, 2025 9:00 AM;4,563.57;1,757.80;6,569.79;18,194.38;7,019.53;110.20;-;8,941.40;3,161.08;7,124.52;2,685.33;1,964.11
Nov 4, 2025 9:00 AM;Nov 4, 2025 10:00 AM;4,296.14;1,783.60;6,793.74;16,321.29;14,738.68;108.52;-;7,647.74;2,533.88;6,338.42;663.86;1,926.24
Nov 4, 2025 10:00 AM;Nov 4, 2025 11:00 AM;4,049.52;1,778.79;6,804.25;14,687.71;21,075.38;107.47;-;7,126.89;2,257.54;5,377.10;568.06;1,911.97
Nov 4, 2025 11:00 AM;Nov 4, 2025 12:00 PM;3,948.31;1,806.58;6,573.19;13,669.37;24,869.21;108.81;-;6,375.23;2,001.88;4,770.91;118.71;1,918.50
Nov 4, 2025 12:00 PM;Nov 4, 2025 1:00 PM;3,907.27;1,745.80;6,012.20;13,368.26;25,263.14;109.26;-;5,873.97;2,019.24;4,583.58;89.43;1,914.62
Nov 4, 2025 1:00 PM;Nov 4, 2025 2:00 PM;3,904.85;1,691.29;6,205.35;12,926.02;21,933.31;110.68;-;6,513.95;2,188.87;4,900.70;102.47;1,914.29
Nov 4, 2025 2:00 PM;Nov 4, 2025 3:00 PM;4,028.57;1,593.42;6,063.32;12,196.54;15,464.88;111.39;-;8,629.64;2,557.07;5,344.01;294.45;1,907.50
Nov 4, 2025 3:00 PM;Nov 4, 2025 4:00 PM;4,323.84;1,651.36;5,872.97;12,265.19;7,217.74;110.63;-;10,165.25;3,289.97;7,128.11;2,040.00;1,943.62
Nov 4, 2025 4:00 PM;Nov 4, 2025 5:00 PM;4,593.01;1,811.15;5,578.76;14,167.52;1,131.94;111.99;-;10,606.20;3,815.76;7,297.89;3,204.84;1,954.97
Nov 4, 2025 5:00 PM;Nov 4, 2025 6:00 PM;4,766.78;1,766.45;5,698.90;17,673.34;71.99;112.16;-;10,223.19;4,353.90;8,250.70;3,348.39;1,970.80
Nov 4, 2025 6:00 PM;Nov 4, 2025 7:00 PM;4,789.41;1,738.16;6,440.38;20,440.03;56.89;112.76;-;10,052.38;4,530.58;8,719.17;2,682.45;1,960.78
Nov 4, 2025 7:00 PM;Nov 4, 2025 8:00 PM;4,638.11;1,682.94;6,689.30;21,963.26;23.92;113.45;-;9,448.72;4,308.25;8,674.91;922.50;1,916.48
Nov 4, 2025 8:00 PM;Nov 4, 2025 9:00 PM;4,436.58;1,613.99;6,615.37;23,088.36;12.24;109.07;-;9,108.32;3,652.97;7,968.42;385.04;1,994.87
Nov 4, 2025 9:00 PM;Nov 4, 2025 10:00 PM;4,294.33;1,658.46;6,522.08;23,263.55;10.18;106.17;-;8,649.73;3,162.88;6,528.84;285.12;2,007.40
Nov 4, 2025 10:00 PM;Nov 4, 2025 11:00 PM;4,151.48;1,606.07;6,281.98;22,503.00;10.61;108.39;-;8,249.33;2,908.47;6,311.86;144.32;1,988.19
Nov 4, 2025 11:00 PM;Nov 5, 2025 12:00 AM;4,034.83;1,638.67;6,416.47;22,361.75;9.00;109.55;-;7,448.60;2,775.59;5,543.56;65.12;1,996.64
Nov 5, 2025 12:00 AM;Nov 5, 2025 1:00 AM;3,924.81;1,572.83;6,555.24;22,304.04;8.03;109.98;-;6,186.96;2,763.80;5,075.38;40.33;2,020.60
Nov 5, 2025 1:00 AM;Nov 5, 2025 2:00 AM;3,906.64;1,577.64;6,386.59;21,175.77;8.06;110.26;-;5,385.25;2,620.77;4,878.44;40.81;2,045.87
Nov 5, 2025 2:00 AM;Nov 5, 2025 3:00 AM;3,892.77;1,571.21;6,308.75;20,424.78;8.47;109.84;-;5,533.34;2,568.54;4,896.64;39.95;2,059.04
Nov 5, 2025 3:00 AM;Nov 5, 2025 4:00 AM;3,909.06;1,572.42;6,336.70;19,948.99;9.28;109.46;-;5,977.65;2,565.43;4,976.83;41.42;2,056.17
Nov 5, 2025 4:00 AM;Nov 5, 2025 5:00 AM;3,954.89;1,560.50;6,466.90;20,115.60;10.01;109.51;-;7,265.36;2,590.52;5,050.24;41.84;2,060.01
Nov 5, 2025 5:00 AM;Nov 5, 2025 6:00 AM;4,073.12;1,558.47;6,477.37;20,543.49;10.67;108.54;-;8,554.05;2,911.46;5,552.61;41.39;2,046.85
Nov 5, 2025 6:00 AM;Nov 5, 2025 7:00 AM;4,352.66;1,657.65;6,839.17;21,476.50;13.81;107.00;-;9,443.41;3,609.55;6,477.10;247.87;2,053.26
Nov 5, 2025 7:00 AM;Nov 5, 2025 8:00 AM;4,608.00;1,874.93;6,164.57;20,882.32;1,095.10;108.62;-;10,334.89;4,454.21;6,762.15;2,367.95;2,041.76
Nov 5, 2025 8:00 AM;Nov 5, 2025 9:00 AM;4,574.56;1,778.50;6,031.08;19,196.65;7,876.09;110.89;-;9,795.11;3,933.41;6,531.49;1,475.73;2,047.13
Nov 5, 2025 9:00 AM;Nov 5, 2025 10:00 AM;4,327.79;1,746.81;5,507.61;16,181.86;17,313.54;108.64;-;7,748.69;2,900.57;5,855.65;129.39;2,048.77
Nov 5, 2025 10:00 AM;Nov 5, 2025 11:00 AM;4,021.38;1,708.11;4,726.70;12,275.31;24,695.53;107.50;-;7,274.83;2,665.91;5,381.10;48.22;2,076.67
Nov 5, 2025 11:00 AM;Nov 5, 2025 12:00 PM;3,975.93;1,690.58;4,298.11;9,378.06;28,498.95;107.09;-;7,772.77;2,777.97;5,340.06;47.41;2,116.13
Nov 5, 2025 12:00 PM;Nov 5, 2025 1:00 PM;3,937.49;1,720.83;4,026.75;7,396.08;28,233.49;107.95;-;7,909.90;2,971.01;5,487.37;125.09;2,103.31
Nov 5, 2025 1:00 PM;Nov 5, 2025 2:00 PM;3,981.79;1,700.00;3,476.30;6,096.98;24,197.63;105.05;-;9,417.52;3,350.72;5,802.20;198.71;2,062.97
Nov 5, 2025 2:00 PM;Nov 5, 2025 3:00 PM;4,124.84;1,681.51;3,128.50;5,421.82;17,571.82;104.51;-;10,711.11;3,687.40;7,603.98;288.32;2,070.35
Nov 5, 2025 3:00 PM;Nov 5, 2025 4:00 PM;4,391.92;1,777.22;3,061.89;6,282.71;8,201.00;103.31;-;11,606.63;4,932.45;9,056.18;1,648.57;2,077.76
Nov 5, 2025 4:00 PM;Nov 5, 2025 5:00 PM;4,704.03;1,867.96;3,198.14;9,040.83;1,229.14;107.68;-;11,795.26;5,609.55;10,397.30;3,874.61;2,091.47
Nov 5, 2025 5:00 PM;Nov 5, 2025 6:00 PM;4,833.97;1,762.01;3,954.32;12,329.09;53.76;110.97;-;11,828.61;5,976.74;10,514.85;3,294.08;2,072.12
Nov 5, 2025 6:00 PM;Nov 5, 2025 7:00 PM;4,842.40;1,697.50;4,700.27;14,560.06;40.93;112.22;-;11,970.79;6,323.97;10,461.34;2,364.54;2,032.98
Nov 5, 2025 7:00 PM;Nov 5, 2025 8:00 PM;4,743.76;1,696.31;5,198.35;15,559.34;28.82;112.75;-;12,074.85;5,877.41;9,773.69;1,652.00;2,000.58
Nov 5, 2025 8:00 PM;Nov 5, 2025 9:00 PM;4,530.12;1,592.37;4,980.36;15,305.91;8.98;112.71;-;11,132.18;5,153.56;9,162.22;679.35;2,022.38
Nov 5, 2025 9:00 PM;Nov 5, 2025 10:00 PM;4,363.62;1,590.17;4,377.79;15,571.66;8.01;111.89;-;10,539.24;4,751.54;8,486.64;893.51;2,041.89
Nov 5, 2025 10:00 PM;Nov 5, 2025 11:00 PM;4,213.32;1,506.77;3,885.25;15,056.97;12.43;112.52;-;10,448.27;4,120.49;7,723.37;412.15;1,948.43
Nov 5, 2025 11:00 PM;Nov 6, 2025 12:00 AM;4,045.60;1,487.03;3,233.67;14,720.54;7.57;112.97;-;9,855.55;3,381.01;6,763.38;113.21;1,957.65
Nov 6, 2025 12:00 AM;Nov 6, 2025 1:00 AM;3,949.66;1,483.60;2,678.49;14,914.36;7.67;113.78;-;9,352.21;3,290.00;7,365.55;75.88;1,940.43
Nov 6, 2025 1:00 AM;Nov 6, 2025 2:00 AM;3,927.55;1,484.17;1,979.92;14,531.36;8.91;113.94;-;9,353.11;3,085.95;7,274.06;82.56;1,922.27
Nov 6, 2025 2:00 AM;Nov 6, 2025 3:00 AM;3,942.24;1,482.95;1,836.00;14,313.06;7.62;114.08;-;9,549.78;3,031.54;7,598.18;78.37;1,945.78
Nov 6, 2025 3:00 AM;Nov 6, 2025 4:00 AM;3,954.66;1,548.24;2,004.29;13,429.77;13.29;113.80;-;9,403.32;3,077.13;7,821.86;4.93;1,935.37
Nov 6, 2025 4:00 AM;Nov 6, 2025 5:00 AM;4,020.71;1,579.76;1,830.07;12,639.24;13.34;112.77;-;9,712.53;3,498.07;8,372.63;45.50;1,911.20
Nov 6, 2025 5:00 AM;Nov 6, 2025 6:00 AM;4,151.24;1,615.42;1,633.94;11,718.00;13.41;111.48;-;10,506.59;5,085.36;9,434.71;202.74;1,916.47
Nov 6, 2025 6:00 AM;Nov 6, 2025 7:00 AM;4,478.08;1,620.80;1,695.24;11,599.97;20.00;110.49;-;11,862.16;6,318.68;11,359.66;930.87;1,888.64
Nov 6, 2025 7:00 AM;Nov 6, 2025 8:00 AM;4,668.66;1,790.28;1,497.38;11,709.24;811.74;109.42;-;12,124.44;6,474.94;11,729.20;2,536.76;1,929.37
Nov 6, 2025 8:00 AM;Nov 6, 2025 9:00 AM;4,553.68;1,690.87;1,045.98;10,693.61;6,506.56;109.60;-;12,059.12;6,527.97;11,658.56;1,304.09;2,010.34
Nov 6, 2025 9:00 AM;Nov 6, 2025 10:00 AM;4,318.01;1,659.38;1,071.45;8,297.72;14,642.03;108.67;-;11,582.19;5,696.43;11,253.30;287.27;1,992.17
Nov 6, 2025 10:00 AM;Nov 6, 2025 11:00 AM;4,046.88;1,692.12;1,086.31;5,297.55;21,057.60;105.39;-;10,323.01;4,669.01;10,727.00;187.69;2,016.33
Nov 6, 2025 11:00 AM;Nov 6, 2025 12:00 PM;3,965.85;1,729.58;777.86;3,840.79;24,738.85;107.52;-;9,889.63;4,325.97;10,362.14;180.82;2,028.88
Nov 6, 2025 12:00 PM;Nov 6, 2025 1:00 PM;3,957.68;1,667.41;572.51;3,137.08;25,067.34;110.51;-;9,854.95;4,185.43;10,363.56;177.16;2,013.38
Nov 6, 2025 1:00 PM;Nov 6, 2025 2:00 PM;3,982.43;1,682.25;543.56;3,044.19;22,066.06;111.11;-;10,467.27;5,004.78;11,248.14;255.67;2,050.63
Nov 6, 2025 2:00 PM;Nov 6, 2025 3:00 PM;4,145.35;1,701.72;635.94;3,371.76;15,437.42;110.45;-;11,214.35;5,865.77;12,315.36;444.68;2,049.12
Nov 6, 2025 3:00 PM;Nov 6, 2025 4:00 PM;4,429.90;1,756.70;942.09;4,158.62;6,437.36;110.49;-;11,996.97;6,512.66;13,437.87;1,722.81;2,033.63
Nov 6, 2025 4:00 PM;Nov 6, 2025 5:00 PM;4,706.82;1,778.18;1,198.01;7,096.61;652.82;111.35;-;12,066.22;6,539.53;14,127.75;2,971.49;2,023.22
Nov 6, 2025 5:00 PM;Nov 6, 2025 6:00 PM;4,869.78;1,715.82;1,558.65;10,655.26;60.13;110.90;-;11,773.40;6,555.75;14,338.20;2,546.80;2,070.60
Nov 6, 2025 6:00 PM;Nov 6, 2025 7:00 PM;4,885.78;1,674.49;2,096.35;12,902.67;25.55;111.28;-;11,526.14;6,535.98;13,829.02;1,989.83;2,057.85
Nov 6, 2025 7:00 PM;Nov 6, 2025 8:00 PM;4,775.36;1,676.78;2,628.27;13,827.69;14.23;111.55;-;11,506.05;6,361.19;12,709.37;1,182.55;2,000.84
Nov 6, 2025 8:00 PM;Nov 6, 2025 9:00 PM;4,553.97;1,573.22;2,863.49;13,716.25;8.26;111.96;-;11,173.58;5,880.82;12,168.56;293.67;2,005.05
Nov 6, 2025 9:00 PM;Nov 6, 2025 10:00 PM;4,375.40;1,517.30;2,675.56;12,988.19;7.32;113.09;-;10,863.19;5,672.11;11,649.26;142.57;1,989.91
Nov 6, 2025 10:00 PM;Nov 6, 2025 11:00 PM;4,245.53;1,519.93;2,089.78;12,229.86;7.06;114.07;-;10,812.25;5,400.33;11,221.63;73.78;2,017.44
Nov 6, 2025 11:00 PM;Nov 7, 2025 12:00 AM;4,115.70;1,551.25;1,477.24;11,651.45;9.51;114.04;-;10,468.12;4,983.15;10,645.26;2.65;2,057.56
Nov 7, 2025 12:00 AM;Nov 7, 2025 1:00 AM;4,003.92;1,548.23;1,070.72;10,864.32;6.63;114.45;-;10,432.10;4,558.19;10,727.61;2.82;1,712.64
Nov 7, 2025 1:00 AM;Nov 7, 2025 2:00 AM;3,967.89;1,543.24;932.68;10,211.94;8.46;115.79;-;10,146.41;4,277.29;10,600.36;2.85;1,740.71
Nov 7, 2025 2:00 AM;Nov 7, 2025 3:00 AM;3,965.09;1,551.25;944.80;9,884.17;7.15;113.05;-;9,991.47;4,262.62;10,484.85;2.71;1,743.97
Nov 7, 2025 3:00 AM;Nov 7, 2025 4:00 AM;3,972.00;1,557.90;890.61;9,301.16;7.56;113.28;-;9,992.96;4,314.00;10,559.17;2.48;1,741.32
Nov 7, 2025 4:00 AM;Nov 7, 2025 5:00 AM;4,045.09;1,529.00;810.34;8,396.69;7.75;113.17;-;10,455.03;4,885.50;11,514.16;20.89;1,723.01
Nov 7, 2025 5:00 AM;Nov 7, 2025 6:00 AM;4,160.71;1,551.74;933.96;7,913.68;7.97;112.29;-;11,344.90;5,507.53;12,608.55;65.75;1,709.59
Nov 7, 2025 6:00 AM;Nov 7, 2025 7:00 AM;4,503.62;1,700.77;1,003.99;7,509.30;12.51;109.02;-;11,494.00;6,009.36;14,308.73;922.81;1,713.47
Nov 7, 2025 7:00 AM;Nov 7, 2025 8:00 AM;4,773.60;1,759.86;953.76;7,245.74;455.95;107.57;-;11,177.00;6,302.87;15,019.49;2,796.67;1,717.31
Nov 7, 2025 8:00 AM;Nov 7, 2025 9:00 AM;4,748.69;1,698.54;689.28;6,074.06;4,069.58;109.56;-;10,888.81;6,329.87;15,137.22;2,089.82;1,741.37
Nov 7, 2025 9:00 AM;Nov 7, 2025 10:00 AM;4,536.03;1,594.27;615.85;4,503.52;9,474.64;108.62;-;10,882.76;6,258.76;15,310.35;620.87;1,732.54
Nov 7, 2025 10:00 AM;Nov 7, 2025 11:00 AM;4,192.33;1,626.86;542.18;2,969.78;13,983.48;109.82;-;10,742.66;6,132.74;14,609.76;439.42;1,735.70
Nov 7, 2025 11:00 AM;Nov 7, 2025 12:00 PM;4,056.56;1,674.23;360.92;2,259.30;16,535.94;109.93;-;10,500.21;5,936.15;14,247.76;339.96;1,753.36
Nov 7, 2025 12:00 PM;Nov 7, 2025 1:00 PM;4,010.87;1,482.62;560.30;1,765.68;16,737.37;110.98;-;10,795.77;6,050.74;13,956.10;210.70;1,714.93
Nov 7, 2025 1:00 PM;Nov 7, 2025 2:00 PM;4,054.36;1,573.07;457.45;1,497.11;14,469.80;113.04;-;11,261.63;6,111.95;13,868.17;635.67;1,698.88
Nov 7, 2025 2:00 PM;Nov 7, 2025 3:00 PM;4,199.65;1,702.86;410.42;1,372.22;9,838.48;113.25;-;11,763.75;6,168.29;14,397.23;1,001.67;1,756.51
Nov 7, 2025 3:00 PM;Nov 7, 2025 4:00 PM;4,564.68;1,938.72;264.73;1,229.20;4,041.72;114.04;-;11,860.55;6,431.19;14,814.87;3,130.47;1,734.04
Nov 7, 2025 4:00 PM;Nov 7, 2025 5:00 PM;4,904.39;1,977.90;258.35;1,437.22;433.21;114.41;-;11,967.76;6,495.11;15,239.94;4,950.36;1,709.83
Nov 7, 2025 5:00 PM;Nov 7, 2025 6:00 PM;5,025.83;1,962.30;338.36;1,720.11;65.78;113.81;-;12,041.74;6,510.30;15,399.51;5,377.70;1,735.91
Nov 7, 2025 6:00 PM;Nov 7, 2025 7:00 PM;5,042.50;1,823.50;402.39;2,049.48;27.09;113.27;-;12,038.17;6,478.44;15,381.41;4,168.17;1,717.90
Nov 7, 2025 7:00 PM;Nov 7, 2025 8:00 PM;4,946.31;1,797.05;375.30;2,317.07;17.83;112.15;-;12,035.34;6,374.82;15,373.40;2,455.47;1,731.06
Nov 7, 2025 8:00 PM;Nov 7, 2025 9:00 PM;4,780.02;1,790.27;279.64;2,504.63;11.38;112.47;-;11,966.81;6,270.75;14,829.36;1,420.95;1,778.87
Nov 7, 2025 9:00 PM;Nov 7, 2025 10:00 PM;4,568.41;1,757.39;221.09;2,483.36;7.46;111.13;-;11,634.31;5,805.89;14,416.59;805.81;1,744.27
Nov 7, 2025 10:00 PM;Nov 7, 2025 11:00 PM;4,379.63;1,515.86;156.68;2,294.78;7.14;112.47;-;11,285.19;5,643.95;14,003.66;430.74;1,777.38
Nov 7, 2025 11:00 PM;Nov 8, 2025 12:00 AM;4,199.79;1,492.23;83.24;2,085.99;6.60;114.59;-;11,149.70;5,345.20;13,340.35;77.78;1,811.49
Nov 8, 2025 12:00 AM;Nov 8, 2025 1:00 AM;4,108.40;1,490.77;17.62;1,886.70;7.07;115.78;-;11,335.17;5,266.79;12,588.78;48.76;1,757.99
Nov 8, 2025 1:00 AM;Nov 8, 2025 2:00 AM;4,044.81;1,488.13;1.50;1,800.47;6.54;115.51;-;11,448.69;5,120.65;12,526.58;56.90;1,748.20
Nov 8, 2025 2:00 AM;Nov 8, 2025 3:00 AM;4,031.56;1,483.30;0.67;1,860.11;6.85;114.78;-;11,524.29;5,079.25;12,470.09;18.93;1,760.49
Nov 8, 2025 3:00 AM;Nov 8, 2025 4:00 AM;4,056.49;1,477.89;23.55;1,851.42;6.99;114.86;-;11,551.83;5,062.28;12,411.81;18.88;1,765.77
Nov 8, 2025 4:00 AM;Nov 8, 2025 5:00 AM;4,089.47;1,485.17;113.94;1,734.18;7.00;114.28;-;11,596.42;5,086.68;12,653.00;39.01;1,716.19
Nov 8, 2025 5:00 AM;Nov 8, 2025 6:00 AM;4,173.66;1,491.66;172.48;1,568.85;7.09;113.59;-;11,685.06;5,144.68;12,947.80;72.51;1,684.31
